Title,Director,Cast,Country,Genre,Year,Hyperref
Babylon A.D.,Mathieu Kassovitz,"Vin Diesel,Michelle Yeoh,Gérard Depardieu",FranceUnited States,action,2008,Babylon_A.D._(film)
Bangkok Dangerous,"Oxide Pang Chun,Danny Pang","Nicolas Cage,Charlie Young,Chakrit Yamnarm",United States,action,2008,Bangkok_Dangerous_(2008_film)
Batman: Gotham Knight,"Shoujirou Nishimi, Futoshi Higashide,Hiroshi Morioka","Kevin Conroy,Gary Dourdan,David McCallum",United States,action,2008,Batman:_Gotham_Knight
Be a Man! Samurai School,Tak Sakaguchi,"Tak Sakaguchi,Shoei,Shintaro Yamada",Japan,action,2008,Be_a_Man!_Samurai_School
Beast Stalker,Dante Lam,"Nicholas Tse,Nick Cheung,Zhang Jingchu",Hong Kong,action,2008,Beast_Stalker
The Chaser,Na Hong-jin,"Kim Yoon-seok,Ha Jung-woo,Seo Young-hee",South Korea,action,2008,The_Chaser_(2008_film)
Chocolate,Prachya Pinkaew,"Yanin Wismitanant,Hiroshi Abe,Ammara Siripong",Thailand,action,2008,Chocolate_(2008_film)
Cicakman 2 – Planet Hitam,Yusry Abdul Halim,"Saiful Apek,Fasha Sandha,Aznil Hj Nawawi",Malaysia,action,2008,Cicakman_2_%E2%80%93_Planet_Hitam
Connected,Benny Chan,"Louis Koo,Barbie Shu,Liu Ye",Hong Kong,action,2008,Connected_(2008_film)
Cyborg Soldier,John Stead,"Rich Franklin,Tiffani Thiessen,Bruce Greenwood",United States,action,2008,Cyborg_Soldier
The Dark Knight,Christopher Nolan,"Christian Bale,Heath Ledger,Aaron Eckhart",United StatesUnited Kingdom,action,2008,The_Dark_Knight
Death Race,Paul W. S. Anderson,"Jason Statham,Tyrese Gibson,Joan Allen",United States,action,2008,Death_Race_(2008_film)
Doomsday,Neil Marshall,"Rhona Mitra,Bob Hoskins,Malcolm McDowell",United Kingdom,action,2008,Doomsday_(2008_film)
Eagle Eye,D.J. Caruso,"Shia LaBeouf,Michelle Monaghan,Billy Bob Thornton,Rosario Dawson,Michael Chiklis",United States,action,2008,Eagle_Eye
An Empress and the Warriors,Ching Siu Tung,"Donnie Yen,Kelly Chen,Leon Lai",ChinaHong Kong,action,2008,An_Empress_and_the_Warriors
Far Cry,Uwe Boll,"Til Schweiger,Emmanuelle Vaugier,Craig Fairbrass",Canada,action,2008,Far_Cry_(film)
Fatal Move,Dennis Law,"Sammo Hung,Simon Yam,Wu Jing,Danny Lee",Hong Kong,action,2008,Fatal_Move
The Forbidden Kingdom,Rob Minkoff,"Michael Angarano,Jackie Chan,Jet Li",United States,action,2008,The_Forbidden_Kingdom
Get Smart,Peter Segal,"Steve Carell,Anne Hathaway,Dwayne Johnson",United States,action,2008,Get_Smart_(film)
Go Fast,Olivier Van Hoofstadt,"Roschdy Zem,Olivier Gourmet,Jean-Michel Fête",France,action,2008,/w/index.php?title=Go_Fast_(film)&action=edit&redlink=1
Hancock,Peter Berg,"Will Smith,Charlize Theron,Jason Bateman",United States,action,2008,Hancock_(film)
Hard Revenge Milly,Shimako Sato,,Japan,action,2008,/w/index.php?title=Hard_Revenge_Milly&action=edit&redlink=1
Hell Ride,Larry Bishop,"Larry Bishop,Dennis Hopper,Michael Madsen,Vinnie Jones",United States,action,2008,Hell_Ride
Hellboy II: The Golden Army,Guillermo del Toro,"Ron Perlman,Selma Blair,Doug Jones",United States,action,2008,Hellboy_II:_The_Golden_Army
The Hurt Locker,Kathryn Bigelow,"Jeremy Renner,Anthony Mackie,Brian Geraghty",United States,action,2008,The_Hurt_Locker
Ichi,"Hiroshi Kuze,Fumihiko Sori","Haruka Avase,Shidou Nakamura,Yōsuke Kubozuka",Japan,action,2008,Ichi_(2008_film)
The Incredible Hulk,Louis Leterrier,"Edward Norton,Liv Tyler,Tim Roth",United States,action,2008,The_Incredible_Hulk_(film)
Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,"Harrison Ford,Cate Blanchett,Shia LaBeouf",United States,action,2008,Indiana_Jones_and_the_Kingdom_of_the_Crystal_Skull
Ip Man,Wilson Yip,"Donnie Yen,Simon Yam,Hiroyuki Ikeuchi",Hong Kong,action,2008,Ip_Man_(film)
Iron Man,Jon Favreau,"Robert Downey Jr.,Terrence Howard,Jeff Bridges",United States,action,2008,Iron_Man_(2008_film)
Justice League: The New Frontier,Dave Bullock,"David Boreanaz,Miguel Ferrer,Neal Patrick Harris",United States,action,2008,Justice_League:_The_New_Frontier
K-20: Legend of the Mask,Shimako Sato,"Takeshi Kaneshiro,Takako Matsu,Toru Nakamura",Japan,action,2008,K-20:_Legend_of_the_Mask
Kung Fu Panda,"John Stevenson,Mark Osborne","Jack Black,Dustin Hoffman,Angelina Jolie",United States,action,2008,Kung_Fu_Panda
Legendary Assassin,Wu Jing,"Wu Jing,Celina Jade,Hui Shiu-hung",Hong Kong,action,2008,Legendary_Assassin
Les Insoumis,"Olivier Dazat,Claude-Michel Rome","Richard Berry,Pascal Elbe,Zabou Breitman",France,action,2008,/w/index.php?title=Les_Insoumis&action=edit&redlink=1
The Machine Girl,Noboru Iguchi,"Minase Yashiro,Asami Miyajima,Ryōsuke Kawamura",United StatesJapan,action,2008,The_Machine_Girl
Max Payne,John Moore,"Mark Wahlberg,Mila Kunis,Chris O' Donnell",United States,action,2008,Max_Payne_(film)
Mutant Chronicles,Simon Hunter,"Thomas Jane,Ron Perlman,John Malkovich",United States,action,2008,Mutant_Chronicles_(film)
Never Back Down,Jeff Wadlow,"Sean Faris,Amber Heard,Djimon Hounsou",United States,action,2008,Never_Back_Down
Ong Bak 2,Tony Jaa,"Tony Jaa,Sorapong Chatri,Sarunyu Wongkrajang",Thailand,action,2008,Ong_Bak_2
Outlander,Howard McCain,"James Caviezel,Sophia Myles,Ron Perlman",United States,action,2008,Outlander_(film)
Pineapple Express,David Gordon Green,"Seth Rogen,James Franco,Gary Cole",United States,action,2008,Pineapple_Express_(film)
Punisher: War Zone,Lexi Alexander,"Ray Stevenson,Dominic West,Julie Benz",GermanyUnited States,action,2008,Punisher:_War_Zone
Quantum of Solace,Marc Forster,"Daniel Craig,Mathieu Amalric,Jesper Christensen",United StatesUnited Kingdom,action,2008,Quantum_of_Solace
Rambo,Sylvester Stallone,"Sylvester Stallone,Julie Benz,Matthew Marsden",United States,action,2008,Rambo_(2008_film)
Redbelt,David Mamet,"Chiwetel Ejiofor,Emily Mortimer,Alice Braga",United States,action,2008,Redbelt
Rough Cut,Jang Hoon,"So Ji-sub,Kang Ji-hwan",South Korea,action,2008,Rough_Cut_(2008_film)
Shaolin Girl,Katsuyuki Motohiro,,Japan,action,2008,Shaolin_Girl
Street Kings,David Ayer,"Keanu Reeves,Forest Whitaker,Hugh Laurie",United States,action,2008,Street_Kings
Taken,Pierre Morel,"Liam Neeson,Maggie Grace,Famke Janssen",France,action,2008,Taken_(film)
Tokyo Gore Police,Yoshihiro Nishimura,"Itsuji Itao,Camille LaBry,Shôko Nakahara",JapanUnited States,action,2008,Tokyo_Gore_Police
Transporter 3,Olivier Megaton,"Jason Statham,Natalya Rudakova,François Berléand",France,action,2008,Transporter_3
Tropic Thunder,Ben Stiller,"Ben Stiller,Robert Downey Jr.,Jack Black,Jay Baruchel,Steve Coogan",United States,action,2008,Tropic_Thunder
Wanted,Timur Bekmambetov,"Angelina Jolie,Morgan Freeman,James McAvoy",RussiaUnited States,action,2008,Wanted_(2008_film)
12 Rounds,Renny Harlin,"John Cena,Steve Harris,Ashley Scott",United States,action,2009,12_Rounds_(film)
Angel of Death,Paul Etheredge,"Zoë Bell,Jake Abel,Brian Poth",United States,action,2009,/w/index.php?title=Angel_of_Death_(film)&action=edit&redlink=1
Assault Girls,Mamoru Oshii,Rinko Kikuchi,Japan,action,2009,Assault_Girls
Avatar,James Cameron,"Sam Worthington,Sigourney Weaver,Michelle Rodriguez,Giovanni Ribisi,Zoe Saldana",United States,action,2009,Avatar_(2009_film)
Bangkok Adrenaline,Raimund Huber,"Daniel O'Neill,Praya Suandokemai,Gwion Jacob Miles",Thailand,action,2009,/w/index.php?title=Bangkok_Adrenaline&action=edit&redlink=1
Bitch Slap,Rick Jacobson,"Julia Voth,Erin Cummings,America Olivo",United States,action,2009,Bitch_Slap
Black Dynamite,Scott Sanders,"Michael Jai White,Kym E. Whitley,Tommy Davidson",United States,action,2009,Black_Dynamite
Black Lightning,"Dmitri Kiselev,Alexander Voitinsky",,Russia,action,2009,Black_Lightning_(2009_film)
The Bleeding,Charlie Picemi,"Michael Matthias,Vinnie Jones,DMX",United States,action,2009,The_Bleeding_(film)
Blood and Bone,Ben Ramsey,"Michael Jai White,Julian Sands,Eamonn Walker,Dante Basco",United States,action,2009,Blood_and_Bone
Blood: The Last Vampire,Chris Nahon,"Jun Ji-hyun,Allison Miller,Masiela Lusha",France,action,2009,Blood:_The_Last_Vampire
Bodyguards and Assassins,Teddy Chan,"Donnie Yen,Nicholas Tse,Leon Lai",Hong KongChina,action,2009,Bodyguards_and_Assassins
Clash,Le Thanh Son,"Johnny Nguyen,Veronica Ngo,Hoang Phuc",Vietnam,action,2009,Clash_(2009_film)
Coweb,Xiong Xin Xin,"Jiang Lui Xia,Sam Lee,Eddie Cheung",Hong Kong,action,2009,Coweb
Crank: High Voltage,"Mark Neveldine,Brian Taylor","Jason Statham,Amy Smart,Clifton Collins Jr.",United States,action,2009,Crank:_High_Voltage
District 9,Neill Blomkamp,Sharlto Copley,United StatesNew Zealand,action,2009,District_9
District B13 Ultimatum,Patrick Alessandrin,"David Belle,Cyril Raffaelli,Philippe Torreton",France,action,2009,District_B13_Ultimatum
Dragonball Evolution,James Wong,"Justin Chatwin,James Marsters,Emmy Rossum",AustraliaUnited StatesHong KongUnited Kingdom,action,2009,Dragonball_Evolution
Echelon Conspiracy,Greg Marcks,"Shane West,Ving Rhames,Martin Sheen",United States,action,2009,Echelon_Conspiracy
Fast & Furious,Justin Lin,"Paul Walker,Vin Diesel,Jordana Brewster",United States,action,2009,Fast_%26_Furious_(2009_film)
Fighting,Dito Montiel,"Channing Tatum,Terrence Howard",United States,action,2009,Fighting_(2009_film)
Fireball,Thanakorn Pongsuwan,"Preeti Barameeanan,Phutharit Prombundarn,Khanutra Chuchuaysuwan",Thailand,action,2009,Fireball_(film)
G.I. Joe: The Rise of Cobra,Stephen Sommers,"Channing Tatum,Joseph Gordon-Levitt,Sienna Miller",United States,action,2009,G.I._Joe:_The_Rise_of_Cobra
Gamer,"Mark Neveldine,Brian Taylor","Gerard Butler,Michael C. Hall",United States,action,2009,Gamer_(2009_film)
"Give 'Em Hell, Malone",Russell Mulcahy,"Thomas Jane,Ving Rhames,Elsa Pataky",United States,action,2009,"Give_%27Em_Hell,_Malone"
Green Lantern: First Flight,Lauren Montgomery,"Christopher Meloni,Victor Garber,Tricia Heifer",United States,action,2009,Green_Lantern:_First_Flight
Kung Fu Cyborg,Jeffrey Lau,"Eric Tsang,Law Kar-ying,Wu Jing",Hong KongChina,action,2009,Kung_Fu_Cyborg
The Marine 2,Roel Reiné,"Ted DiBiase Jr.,Temuera Morrison,Lara Cox,Robert Coleby,Michael Rooker",United States,action,2009,The_Marine_2
Marine Boy,Yoon Jong-seok,"Kim Kang-woo,Park Si-yeon,Cho Jae-hyun",South Korea,action,2009,Marine_Boy_(film)
Merantau,Gareth Evans,"Iko Uwais,Sisca Jessica,Mads Koudal",Indonesia,action,2009,Merantau_(film)
Mulan,Jingle Ma,"Zhao Wei,Yu Rongguang,Chen Kun",China,action,2009,Mulan_(2009_film)
Ninja,Isaac Florentine,"Scott Adkins,Tsuyoshi Ihara,Garick Hagon",United States,action,2009,Ninja_(film)
Ninja Assassin,James McTeigue,"Rain,Naomie Harris,Ben Miles",United States,action,2009,Ninja_Assassin
Paul Blart: Mall Cop,Steve Carr,"Kevin James,Keir O'Donnell,Jayma Mays",United States,action,2009,Paul_Blart:_Mall_Cop
Power Kids,Kridsanapong Radchata,"Nuntawut Boonrubsub,Sasisa Jindamanee,Phethai Wongkhamlao",Thailand,action,2009,Power_Kids
Push,Paul McGuigan,"Chris Evans,Dakota Fanning,Camilla Belle,Djimon Hounsou",United StatesHong Kong,action,2009,Push_(2009_film)
Raging Phoenix,Rashan Limtrakul,"Yanin Vismitananda,Patrick Tang,Nui Sandang",Thailand,action,2009,Raging_Phoenix
RoboGeisha,Noboru Iguchi,"Yoshihiro Nishimura,Naoto Takenaka,Asami",Japan,action,2009,RoboGeisha
Running Turtle,Lee Yeong-woo,"Kim Yoon-seok,Jung Kyung-ho",South Korea,action,2009,Running_Turtle
Samurai Princess,Kengo Kaji,"Aino Kishi,Dai Mizuno,Asuka Katoaka",Japan,action,2009,Samurai_Princess
Sherlock Holmes,Guy Ritchie,"Robert Downey Jr.,Jude Law,Rachel McAdams",United States,action,2009,Sherlock_Holmes_(2009_film)
The Sniper,Dante Lam,"Richie Jen,Huang Xiaoming,Edison Chen",Hong Kong,action,2009,The_Sniper_(2009_film)
Solomon Kane,Michael J. Bassett,"James Purefoy,Max von Sydow,Rachel Hurd-Wood,Pete Postlethwaite",FranceUnited KingdomCzech Republic,action,2009,Solomon_Kane_(film)
Star Trek,J. J. Abrams,"Chris Pine,Zachary Quinto,Eric Bana",United States,action,2009,Star_Trek_(film)
The Storm Warriors,"Danny Pang,Oxide Pang Chun","Ekin Cheng,Aaron Kwok,Simon Yam",Hong Kong,action,2009,The_Storm_Warriors
Street Fighter: The Legend of Chun Li,Andrzej Bartkowiak,"Kristin Kreuk,Michael Clarke Duncan,Neal McDonough",United States,action,2009,Street_Fighter:_The_Legend_of_Chun_Li
Superman/Batman: Public Enemies,Sam Liu,"Kevin Conroy,Tim Daly,Clancy Brown",United States,action,2009,Superman/Batman:_Public_Enemies
Surrogates,Jonathan Mostow,"Bruce Willis,Radha Mitchell,Rosamund Pike",United States,action,2009,Surrogates_(film)
Terminator Salvation,McG,"Christian Bale,Sam Worthington,Bryce Dallas Howard,Helena Bonham Carter",United States,action,2009,Terminator_Salvation
The Tournament,Scott Mann,"Robert Carlyle,Ving Rhames,Kelly Hu",United States,action,2009,The_Tournament_(2009_film)
Transformers: Revenge of the Fallen,Michael Bay,"Shia LaBeouf,Megan Fox,Josh Duhamel",United States,action,2009,Transformers:_Revenge_of_the_Fallen
Turning Point,Herman Yau,"Michael Tse,Anthony Wong,Francis Ng",Hong Kong,action,2009,Turning_Point_(2009_action_film)
Underworld: Rise of the Lycans,Patrick Tatopoulos,"Rhona Mitra,Bill Nighy,Michael Sheen",United States,action,2009,Underworld:_Rise_of_the_Lycans
Universal Soldier: Regeneration,John Hyams,"Jean-Claude Van Damme,Dolph Lundgren,Andrei Arlovski",United States,action,2009,Universal_Soldier:_Regeneration
Vengeance,Johnnie To,"Cheung Siu Fai,Johnny Hallyday,Ng Yuk-sau",ChinaFranceHong Kong,action,2009,Vengeance_(2009_film)
Wonder Woman,Lauren Montgomery,"Keri Russell,Nathan Fillion,Alfred Molina",United States,action,2009,Wonder_Woman_(2009_film)
X-Men Origins: Wolverine,Gavin Hood,"Hugh Jackman,Ryan Reynolds,Liev Schreiber",United States,action,2009,X-Men_Origins:_Wolverine
Zone of the Dead,"Milan Konjević,Milan Todorović","Ken Foree,Kristina Klebe, Emilio Roso",Serbia,action,2009,Zone_of_the_Dead
1 Night in San Diego,Penelope Lawson,"Jenna Ushkowitz,Laura Ashley Samuels,Eric Nelsen,Mark Lawson, Nicolas DiPierro, Kelsey Douglas,Alexandra Daddario",United States,comedy,2020,1_Night_in_San_Diego
3 Monkeys,Anil Kumar G,"Sudigali Sudheer,Getup Srinu, Auto Ram Prasad,Shakalaka Shankar, Karunya Chowdary, Kautilya",India,comedy,2020,3_Monkeys_(2020_film)
23 Walks,Paul Morrison,"Alison Steadman,Dave Johns,Graham Cole,Bob Goody",United Kingdom,comedy,2020,23_Walks
Airplane Mode,César Rodrigues,"Larissa Manoela,Erasmo Carlos,Katiuscia Canoro,André Frambach",Brazil,comedy,2020,Airplane_Mode_(2020_film)
Bad Boys for Life,Adil & Bilall,"Will Smith,Martin Lawrence,Paola Núñez,Vanessa Hudgens,Alexander Ludwig,Charles Melton,Jacob Scipio,Kate del Castillo,Nicky Jam,Joe Pantoliano",United States,comedy,2020,Bad_Boys_for_Life
Bad Trip,Kitao Sakurai,"Eric André,Lil Rel Howery,Tiffany Haddish",United States,comedy,2020,Bad_Trip_(film)
"Berlin, Berlin",Franziska Meyer Price,"Felicitas Woll,Jan Sosniok, Matthias Klimsa",Germany,comedy,2020,"Berlin,_Berlin_(film)"
Bheeshma,Venky Kudumula,"Nithiin,Rashmika Mandanna",India,comedy,2020,Bheeshma_(2020_film)
Bill & Ted Face the Music,Dean Parisot,"Keanu Reaves,Alex Winter,Kristen Schaal,Samara Weaving,Brigette Lundy-Paine,Anthony Carrigan,Erinn Hayes,Jayma Mays,Holland Taylor,Kid Cudi,William Sadler,Jillian Bell",United States,comedy,2020,Bill_%26_Ted_Face_the_Music
Birds of Prey,Cathy Yan,"Margot Robbie,Mary Elizabeth Winstead,Jurnee Smollett-Bell,Rosie Perez",United States,comedy,2020,Birds_of_Prey_(2020_film)
Blithe Spirit,Edward Hall,"Dan Stevens,Leslie Mann,Isla Fisher,Judi Dench,Emilia Fox,Julian Rhind-Tutt,Adil Ray,Michele Dotrice,Aimee-Ffion Edwards",United Kingdom,comedy,2020,Blithe_Spirit_(2020_film)
Borat Subsequent Moviefilm,Jason Woliner,"Sacha Baron Cohen,Maria Bakalova",United States,comedy,2020,Borat_Subsequent_Moviefilm
Chick Fight,Paul Leyden,"Malin Åkerman,Alec Baldwin,Bella Thorne",United States,comedy,2020,Chick_Fight
Coastal Elites,Jay Roach,"Bette Midler,Sarah Paulson,Kaitlyn Dever,Dan Levy,Issa Rae",United States,comedy,2020,Coastal_Elites
Cocktail,Ra.Vijaya Murugan,"Yogi Babu, Rashmi Gopinath, Mithun Maheswaran,Sayaji Shinde, KPY Bala, Kawin",India,comedy,2020,Cocktail_(2020_film)
Coffee & Kareem,Michael Dowse,"Ed Helms, Terrence Little Gardenhigh,Betty Gilpin,RonReaco Lee,Andrew Bachelor,David Alan Grier,Taraji P. Henson",United States,comedy,2020,Coffee_%26_Kareem
Coolie No. 1,David Dhawan,"Varun Dhawan,Sara Ali Khan",India,comedy,2020,Coolie_No._1_(2020_film)
Crazy Awesome Teachers,Sammaria Simanjuntak[id],"Gading Marten, Boris Bokir, Kevin Ardilova",Indonesia,comedy,2020,Crazy_Awesome_Teachers
Curveball,Johannes Naber,"Sebastian Blomberg,Dar Salim, Virginia Kull",Germany,comedy,2020,Curveball_(film)
Downhill,"Nat Faxon,Jim Rash","Julia Louis-Dreyfus,Will Ferrell",United States,comedy,2020,Downhill_(2020_film)
Emma,Autumn de Wilde,"Anya Taylor-Joy,Johnny Flynn,Josh O'Connor,Callum Turner,Mia Goth,Miranda Hart,Bill Nighy",United Kingdom,comedy,2020,Emma_(2020_film)
Enter the Fat Dragon,"Kenji Tanigaki,Wong Jing","Donnie Yen,Teresa Mo, Wong Jing,Niki Chow",China,comedy,2020,Enter_the_Fat_Dragon_(2020_film)
Feel the Beat,Elissa Down,"Sofia Carson,Enrico Colantoni,Wolfgang Novogratz",United States,comedy,2020,Feel_the_Beat_(film)
Friend of the World,Brian Patrick Butler,"Nick Young,Alexandra Slade,Michael C. Burgess,Kathryn Schott, Kevin Smith, Luke Pensabene,Neil Raymond Ricco",United States,comedy,2020,Friend_of_the_World
Guns Akimbo,Jason Lei Howden,"Daniel Radcliffe,Samara Weaving,Natasha Liu Bordizzo,Grant Bowler","New Zealand, United Kingdom, Germany",comedy,2020,Guns_Akimbo
Hubie Halloween,Steven Brill,"Adam Sandler,Kevin James,Julie Bowen,Ray Liotta,Rob Schneider,June Squibb,Kenan Thompson,Shaquille O'Neal,Steve Buscemi,Maya Rudolph",United States,comedy,2020,Hubie_Halloween
Impractical Jokers: The Movie,Chris Henchy,"Brian Quinn,James Murray,Sal Vulcano,Joe Gatto",United States,comedy,2020,Impractical_Jokers:_The_Movie
Like a Boss,Miguel Arteta,"Tiffany Haddish,Rose Byrne,Jennifer Coolidge,Billy Porter,Salma Hayek",United States,comedy,2020,Like_a_Boss_(film)
Magic Camp,Mark Waters,"Adam Devine,Jeffrey Tambor,Gillian Jacobs",United States,comedy,2020,Magic_Camp_(film)
Mighty Oak,Sean McNamara,"Janel Parrish,Alexa PenaVega,Carlos PenaVega,Raven-Symoné, Levi Dylan, Tommy Ragen",United States,comedy,2020,Mighty_Oak_(film)
My Spy,Peter Segal,"Dave Bautista, Chloe Coleman,Kristen Schaal,Ken Jeong",United States,comedy,2020,My_Spy
Naan Sirithal,Raana,"Hiphop Tamizha,Iswarya Menon,K. S. Ravikumar",India,comedy,2020,Naan_Sirithal
"Ok, It's Fine…",Gabriela Ivette Sandoval,"Roberto Andrade Ceron, Isabella Argudín, Ángel Alvarado, Gabriela de Corzo, Fermín Martínez, Juan Heladio, Pepe Návar",Mexico,comedy,2020,"Ok,_It%27s_Fine%E2%80%A6"
On the Rocks,Sofia Coppola,"Bill Murray,Rashida Jones,Marlon Wayans",United States,comedy,2020,On_the_Rocks_(film)
Over the Moon,"Glen Keane,John Kahrs","Cathy Ang, Robert G Chiu,Phillipa Soo,Ken Jeong,John Cho,Ruthie Ann Miles,Sandra Oh,Margaret Cho,Kimiko Glenn, Artt Butler","United States, China",comedy,2020,Over_the_Moon_(2020_film)
Palm Springs,Max Barbakow,"Andy Samberg,Cristin Milioti,Peter Gallagher,J. K. Simmons",United States,comedy,2020,Palm_Springs_(2020_film)
Players,Pyi Hein Thiha,"Myint Myat, Htun Htun,Tyron Bejay,Khin Hlaing,Soe Myat Thuzar,Ei Chaw Po,May Mi Ko Ko,Hsaung Wutyee May",Myanmar,comedy,2020,Players_(2020_film)
Reboot Camp,Ivo Raza,"David Koechner,Ed Begley Jr.,Ja Rule,Chaz Bono,David Lipper,Lindsey Shaw,Shar Jackson",United States,comedy,2020,Reboot_Camp
Sarileru Neekevvaru,Anil Ravipudi,"Mahesh Babu,Rashmika Mandanna,Vijayashanti,Prakash Raj,Rajendra Prasad",India,comedy,2020,Sarileru_Neekevvaru
Seriously Single,"Katleho Ramaphakela,Rethabile Ramaphakela","Fulu Mugovhani,Tumi Morake,Bohang Moeko",South Africa,comedy,2020,Seriously_Single_(film)
She Dies Tomorrow,Amy Seimetz,"Kate Lyn Sheil,Jane Adams,Kentucker Audley,Katie Aselton,Chris Messina,Tunde Adebimpe, Jennifer Kim,Olivia Taylor Dudley,Michelle Rodriguez,Josh Lucas,Adam Wingard",United States,comedy,2020,She_Dies_Tomorrow
Sonic the Hedgehog,Jeff Fowler,"James Marsden,Ben Schwartz,Tika Sumpter,Jim Carrey",United States,comedy,2020,Sonic_the_Hedgehog_(film)
Soul,Pete Docter,"Jamie Foxx,Tina Fey,Questlove,Phylicia Rashad,Daveed Diggs,Angela Bassett",United States,comedy,2020,Soul_(2020_film)
